team,year,class,status,gender
Fairmont Heights,2019,1AS,QF,Boys
Fairmont Heights,2014,1AN,RS,Boys
Fairmont Heights,2015,1AN,RS,Boys
Fairmont Heights,2016,1AN,RS,Boys
Fairmont Heights,2017,1AS,RS,Boys
Fairmont Heights,2021,2A/1AN,RR2,Boys
Fairmont Heights,2022,2A/1AN,RR2,Boys
Fairmont Heights,2023,2A/1AE,RR1,Boys
Fallston,2023,2A/1AN,QF,Boys
Fallston,2008,3AE,RR,Boys
Fallston,2010,2AE,RR,Boys
Fallston,2013,2AE,RR,Boys
Fallston,2011,2AE,RS,Boys
Fallston,2014,2AE,RS,Boys
Fallston,2019,1AE,RR2,Boys
Fallston,2021,2A/1AE,RR2,Boys
Fallston,2022,2A/1AE,RR1,Boys
Charles H. Flowers,2022,4AS,RU,Boys
Charles H. Flowers,2011,4AS,SF,Boys
Charles H. Flowers,2021,4AS,SF,Boys
Charles H. Flowers,2019,4AS,QF,Boys
Charles H. Flowers,2003,4AS,RR,Boys
Charles H. Flowers,2004,4AS,RR,Boys
Charles H. Flowers,2005,4AS,RR,Boys
Charles H. Flowers,2006,4AS,RR,Boys
Charles H. Flowers,2008,4AS,RR,Boys
Charles H. Flowers,2009,4AS,RR,Boys
Charles H. Flowers,2018,4AS,RR,Boys
Charles H. Flowers,2010,4AS,RS,Boys
Charles H. Flowers,2013,4AS,RS,Boys
Charles H. Flowers,2016,4AS,RS,Boys
Charles H. Flowers,2017,4AS,RS,Boys
Charles H. Flowers,2023,4AS,RR2,Boys
Forest Park,2023,2A/1AE,SF,Boys
Forest Park,1995,2A,QF,Boys
Forest Park,1998,1A,QF,Boys
Forest Park,2000,1A,QF,Boys
Forest Park,2001,1A,QF,Boys
Forest Park,2021,1AS,QF,Boys
Forest Park,2022,1AS,QF,Boys
Forest Park,2019,1AN,RR2,Boys
Forest Park,2009,1AS,RR,Boys
Forest Park,2010,1AS,RR,Boys
Forest Park,2012,1AS,RR,Boys
Forest Park,2004,1AS,RS,Boys
Forest Park,2005,1AS,RS,Boys
Forest Park,2006,1AS,RS,Boys
Forest Park,2015,1AS,RS,Boys
Forest Park,2017,2AN,RS,Boys
x-Forestville,1999,1A,CH,Boys
x-Forestville,1988,2A,RU,Boys
x-Forestville,1998,1A,RU,Boys
x-Forestville,2000,1A,RU,Boys
x-Forestville,1986,2A,SF,Boys
x-Forestville,2015,1AN,SF,Boys
x-Forestville,1987,2A,QF,Boys
x-Forestville,1997,1A,QF,Boys
x-Forestville,2006,1AS,RR,Boys
x-Forestville,2007,1AS,RS,Boys
x-Forestville,2008,1AS,RS,Boys
x-Forestville,2009,1AS,RS,Boys
x-Forestville,2010,1AS,RS,Boys
x-Forestville,2012,1AS,RS,Boys
x-Forestville,2013,1AN,RS,Boys
x-Forestville,2014,1AN,RS,Boys
Fort Hill,1975,A,CH,Boys
Fort Hill,1997,2A,CH,Boys
Fort Hill,2013,1AW,CH,Boys
Fort Hill,2014,1AW,CH,Boys
Fort Hill,2015,,,Boys
Benjamin Franklin,2021,1AS,RR1,Boys
Benjamin Franklin,2022,1AS,RR1,Boys
Benjamin Franklin,2023,1AS,RR1,Boys
Franklin,2013,3AN,CH,Boys
Franklin,2014,3AN,CH,Boys
Franklin,2018,3AN,CH,Boys
Franklin,1978,A,RU,Boys
Franklin,2010,3AN,RU,Boys
Franklin,2016,3AN,RU,Boys
Franklin,2006,3AN,SF,Boys
Franklin,1985,A,QF,Boys
Franklin,1986,A,QF,Boys
Franklin,1987,A,QF,Boys
Franklin,1988,3A,QF,Boys
Franklin,1994,3A,QF,Boys
Franklin,2019,3AN,QF,Boys
Franklin,2021,3AN,QF,Boys
Franklin,2022,3AN,QF,Boys
Franklin,2023,3AN,QF,Boys
Franklin,2009,3AN,RR,Boys
Franklin,2012,3AN,RR,Boys
Franklin,2015,3AN,RR,Boys
Franklin,2007,3AN,RS,Boys
Franklin,2008,3AN,RS,Boys
Franklin,2011,3AN,RS,Boys
Franklin,2017,3AN,RS,Boys
Frederick,1985,A,RU,Boys
Frederick,2021,3AW,SF,Boys
Frederick,1986,A,QF,Boys
Frederick,1987,A,QF,Boys
Frederick,2023,4A/3AW,QF,Boys
Frederick,2004,3AW,RR,Boys
Frederick,2022,3AW,RR2,Boys
Frederick,2019,3AW,RR1,Boys
Friendly,1974,A,CH,Boys
Friendly,1978,A,CH,Boys
Friendly,1983,AA,CH,Boys
Friendly,1998,3A,CH,Boys
Friendly,2006,3AS,CH,Boys
Friendly,1977,A,RU,Boys
Friendly,1981,AA,RU,Boys
Friendly,1980,AA,SF,Boys
Friendly,1988,4A,SF,Boys
Friendly,1997,3A,SF,Boys
Friendly,1987,AA,QF,Boys
Friendly,1989,4A,QF,Boys
Friendly,1992,4A,QF,Boys
Friendly,2004,2AS,RR,Boys
Friendly,2010,3AS,RR,Boys
Friendly,2003,2AS,RS,Boys
Friendly,2005,3AS,RS,Boys
Friendly,2008,3AS,RS,Boys
Friendly,2012,3AS,RS,Boys
Friendly,2019,1AS,RR1,Boys
Friendly,2021,2A/1AS,RR1,Boys
Friendly,2022,2A/1AS,RR1,Boys
Friendly,2023,2A/1AS,RR1,Boys
,,,,Boys
x-Friendship Academy of Engineering & Technology (FAET),2015,1AS,SF,Boys
x-Friendship Academy of Engineering & Technology (FAET),2013,1AN,RS,Boys
x-Friendship Academy of Engineering & Technology (FAET),2014,1AN,RS,Boys
x-Friendship Academy of Engineering & Technology (FAET),2016,1AS,RS,Boys
Gaithersburg,1986,AA,CH,Boys
Gaithersburg,1992,4A,CH,Boys
Gaithersburg,2000,4A,CH,Boys
Gaithersburg,1989,4A,RU,Boys
Gaithersburg,1995,4A,RU,Boys
Gaithersburg,1999,4A,RU,Boys
Gaithersburg,2001,4A,SF,Boys
Gaithersburg,2002,4A,SF,Boys
Gaithersburg,2010,4AW,SF,Boys
Gaithersburg,1997,4A,QF,Boys
Gaithersburg,1998,4A,QF,Boys
Gaithersburg,2003,4AW,RR,Boys
Gaithersburg,2005,4AW,RS,Boys
Gaithersburg,2006,4AW,RS,Boys
Gaithersburg,2011,4AW,RS,Boys
Gaithersburg,2013,4AW,RS,Boys
Gaithersburg,2022,4AW,RR2,Boys
Gaithersburg,2023,4AW,RR2,Boys
Gaithersburg,2019,4AW,RR1,Boys
Gaithersburg,2021,4AW,RR1,Boys
Glen Burnie,2022,4AE,RR2,Boys
Glen Burnie,2023,4AE,RR2,Boys
Glen Burnie,2021,4AE,RR1,Boys
Glenelg,2018,2AS,RU,Boys
Glenelg,1977,B,SF,Boys
Glenelg,2000,1A,SF,Boys
Glenelg,2014,3AE,SF,Boys
Glenelg,2016,3AE,SF,Boys
Glenelg,2017,2AE,SF,Boys
Glenelg,1985,B,QF,Boys
Glenelg,1992,2A,QF,Boys
Glenelg,2001,2A,QF,Boys
Glenelg,2002,2A,QF,Boys
Glenelg,2021,2AW,QF,Boys
Glenelg,2003,2AS,RR,Boys
Glenelg,2011,2AS,RR,Boys
Glenelg,2015,3AE,RR,Boys
Glenelg,2004,2AS,RS,Boys
Glenelg,2005,2AS,RS,Boys
Glenelg,2006,2AS,RS,Boys
Glenelg,2009,2AS,RS,Boys
Glenelg,2013,3AE,RS,Boys
Glenelg,2019,2AW,RR2,Boys
Glenelg,2023,2AW,RR2,Boys
Glenelg,2022,2AW,RR1,Boys
Great Mills,1981,B,RU,Boys
Great Mills,1989,3A,QF,Boys
Great Mills,2023,4A/3AE,RR2,Boys
Great Mills,2021,4A/3AE,RR1,Boys
Great Mills,2022,4A/3AE,RR1,Boys
Green Street Academy,2022,1AE,RR2,Boys
Green Street Academy,2023,1AS,RR2,Boys
Gwynn Park,2005,3AS,CH,Boys
Gwynn Park,2000,2A,RU,Boys
Gwynn Park,2017,2AN,RU,Boys
Gwynn Park,1992,3A,SF,Boys
Gwynn Park,2003,3AE,SF,Boys
Gwynn Park,1996,3A,QF,Boys
Gwynn Park,2001,3A,QF,Boys
Gwynn Park,2002,3A,QF,Boys
Gwynn Park,2021,2A/1AS,QF,Boys
Gwynn Park,2004,3AE,RR,Boys
Gwynn Park,2006,3AS,RR,Boys
Gwynn Park,2009,2AS,RR,Boys
Gwynn Park,2012,2AS,RR,Boys
Gwynn Park,2013,2AS,RR,Boys
Gwynn Park,2015,2AS,RR,Boys
Gwynn Park,2008,2AS,RS,Boys
Gwynn Park,2011,2AS,RS,Boys
Gwynn Park,2016,2AS,RS,Boys
Gwynn Park,2019,1AS,RR2,Boys
Gwynn Park,2023,2AS,RR2,Boys
Gwynn Park,2022,2A/1AS,RR1,Boys
Hammond,1985,B,QF,Boys
Hammond,2010,2AS,RR,Boys
Hammond,2013,2AS,RS,Boys
Hammond,2019,3AE,RR1,Boys
Hammond,2021,2AW,RR1,Boys
Hammond,2022,2AW,RR1,Boys
Hammond,2023,2AW,RR1,Boys
Hancock,1986,C,QF,Boys
Hancock,2003,1AW,RS,Boys
Hancock,2004,1AW,RS,Boys
Hancock,2013,1AW,RS,Boys
Harford Technical,2023,2A/1AN,QF,Boys
Harford Technical,2017,2AE,SF,Boys
Harford Technical,2021,2A/1AE,SF,Boys
Harford Technical,2022,2A/1AE,SF,Boys
Harford Technical,2019,2AE,RR2,Boys
Harford Technical,2018,2AE,RS,Boys
Havre de Grace,1978,C,CH,Boys
Havre de Grace,1981,C,CH,Boys
Havre de Grace,1986,C,CH,Boys
Havre de Grace,1985,C,RU,Boys
Havre de Grace,1987,C,RU,Boys
Havre de Grace,1988,1A,RU,Boys
Havre de Grace,2010,1AE,RU,Boys
Havre de Grace,2015,1AE,RU,Boys
Havre de Grace,2016,1AN,RU,Boys
Havre de Grace,1979,C,SF,Boys
Havre de Grace,1984,C,SF,Boys
Havre de Grace,1995,1A,SF,Boys
Havre de Grace,2006,1AN,SF,Boys
Havre de Grace,2017,1AE,SF,Boys
Havre de Grace,2018,1AE,SF,Boys
Havre de Grace,1992,1A,QF,Boys
Havre de Grace,2002,1A,QF,Boys
Havre de Grace,2023,1AN,QF,Boys
Havre de Grace,2003,1AN,RR,Boys
Havre de Grace,2008,1AE,RR,Boys
Havre de Grace,2009,1AE,RR,Boys
Havre de Grace,2007,1AE,RS,Boys
Havre de Grace,2011,1AE,RS,Boys
Havre de Grace,2014,1AE,RS,Boys
Havre de Grace,2021,1AN,RR2,Boys
Havre de Grace,2019,1AE,RR1,Boys
Havre de Grace,2022,1AN,RR1,Boys
Hereford,1997,1A,CH,Boys
Hereford,2001,2A,CH,Boys
Hereford,2002,2A,CH,Boys
Hereford,2004,2AN,RU,Boys
Hereford,2007,3AN,RU,Boys
Hereford,1996,1A,SF,Boys
Hereford,1998,1A,SF,Boys
Hereford,1999,2A,SF,Boys
Hereford,2000,2A,SF,Boys
Hereford,2008,3AN,SF,Boys
Hereford,2009,3AN,SF,Boys
Hereford,2022,2AN,QF,Boys
Hereford,2003,2AN,RR,Boys
Hereford,2006,2AN,RR,Boys
Hereford,2016,2AN,RR,Boys
Hereford,2017,2AN,RR,Boys
Hereford,2010,3AN,RS,Boys
Hereford,2012,3AN,RS,Boys
Hereford,2014,2AN,RS,Boys
Hereford,2015,2AN,RS,Boys
Hereford,2019,2AN,RR2,Boys
Hereford,2021,2AN,RR2,Boys
Hereford,2023,2AN,RR2,Boys
x-Charles Hickey,1995,1A,QF,Boys
x-Charles Hickey,1996,1A,QF,Boys
x-Charles Hickey,1999,1A,QF,Boys
High Point,1983,AA,RU,Boys
High Point,1991,4A,RU,Boys
High Point,1985,AA,SF,Boys
High Point,1997,4A,SF,Boys
High Point,1986,AA,QF,Boys
High Point,1990,4A,QF,Boys
High Point,1994,4A,QF,Boys
High Point,2021,4AN,RR1,Boys
High Point,2022,4AN,RR1,Boys
High Point,2023,4AN,RR1,Boys
Howard,1974,B,CH,Boys
Howard,1975,B,RU,Boys
Howard,2015,4AN,RU,Boys
Howard,1999,2A,SF,Boys
Howard,2014,4AN,SF,Boys
Howard,2016,4AN,SF,Boys
Howard,2017,4AN,SF,Boys
Howard,1993,3A,QF,Boys
Howard,2007,3AE,RS,Boys
Howard,2008,3AE,RS,Boys
Howard,2011,3AE,RS,Boys
Howard,2013,4AN,RS,Boys
Howard,2018,4AN,RS,Boys
Howard,2021,4A/3AW,RR2,Boys
Howard,2022,4A/3AW,RR2,Boys
Howard,2023,4A/3AE,RR1,Boys
Huntingtown,2009,3AS,RU,Boys
Huntingtown,2012,3AS,RU,Boys
Huntingtown,2023,2AS,RU,Boys
Huntingtown,2010,3AS,SF,Boys
Huntingtown,2011,3AS,SF,Boys
Huntingtown,2013,3AS,SF,Boys
Huntingtown,2018,3AS,SF,Boys
Huntingtown,2019,3AS,SF,Boys
Huntingtown,2021,2AS,SF,Boys
Huntingtown,2022,2AS,QF,Boys
Huntingtown,2007,3AS,RS,Boys
Huntingtown,2008,3AS,RS,Boys
Huntingtown,2014,3AS,RS,Boys
Governor Thomas Johnson,1982,A,CH,Boys
Governor Thomas Johnson,1997,3A,RU,Boys
Governor Thomas Johnson,2011,3AW,RU,Boys
Governor Thomas Johnson,1994,3A,SF,Boys
Governor Thomas Johnson,1996,3A,SF,Boys
Governor Thomas Johnson,2007,4AN,SF,Boys
Governor Thomas Johnson,2009,4AN,SF,Boys
Governor Thomas Johnson,1993,3A,QF,Boys
Governor Thomas Johnson,1995,3A,QF,Boys
Governor Thomas Johnson,2006,4AN,RS,Boys
Governor Thomas Johnson,2008,4AN,RS,Boys
Governor Thomas Johnson,2010,4AN,RS,Boys
Governor Thomas Johnson,2021,4A/3AW,RR1,Boys
Governor Thomas Johnson,2022,4A/3AW,RR1,Boys
Governor Thomas Johnson,2023,4A/3AW,RR1,Boys
Walter Johnson,2023,4AN,QF,Boys
Walter Johnson,2019,4AW,RR2,Boys
Walter Johnson,2021,4AW,RR2,Boys
Walter Johnson,2022,4AW,RR1,Boys
Joppatowne,1975,C,CH,Boys
Joppatowne,2003,1AN,CH,Boys
Joppatowne,1974,C,RU,Boys
Joppatowne,1976,C,RU,Boys
Joppatowne,2001,2A,RU,Boys
Joppatowne,2004,1AN,RU,Boys
Joppatowne,2009,1AE,RU,Boys
Joppatowne,1991,1A,SF,Boys
Joppatowne,1993,1A,SF,Boys
Joppatowne,2005,2AE,SF,Boys
Joppatowne,2007,1AE,SF,Boys
Joppatowne,2008,1AE,SF,Boys
Joppatowne,2022,1AN,SF,Boys
Joppatowne,1989,1A,QF,Boys
Joppatowne,1990,1A,QF,Boys
Joppatowne,1992,1A,QF,Boys
Joppatowne,1994,1A,QF,Boys
Joppatowne,2021,1AN,QF,Boys
Joppatowne,2006,2AE,RS,Boys
Joppatowne,2019,1AE,RR2,Boys
Joppatowne,2023,1AN,RR1,Boys
John F. Kennedy,1977,B,CH,Boys
John F. Kennedy,1984,A,CH,Boys
John F. Kennedy,1992,3A,QF,Boys
John F. Kennedy,2006,3AW,RR,Boys
John F. Kennedy,2007,3AW,RS,Boys
John F. Kennedy,2021,4A/3AS,RR1,Boys
John F. Kennedy,2022,4A/3AS,RR1,Boys
John F. Kennedy,2023,4A/3AS,RR1,Boys
Kent County,1989,1A,CH,Boys
Kent County,1990,1A,CH,Boys
Kent County,1996,1A,RU,Boys
Kent County,1987,C,SF,Boys
Kent County,1995,1A,SF,Boys
Kent County,2016,1AE,SF,Boys
Kent County,1985,C,QF,Boys
Kent County,1986,C,QF,Boys
Kent County,1988,1A,QF,Boys
Kent County,1993,1A,QF,Boys
Kent County,1994,1A,QF,Boys
Kent County,2014,1AE,RR,Boys
Kent County,2013,1AE,RS,Boys
Kent County,2015,1AE,RS,Boys
Kent County,2023,1AE,RR2,Boys
Kent County,2019,1AE,RR1,Boys
Kent County,2021,1AE,RR1,Boys
Kent Island,2022,2AE,RU,Boys
Kent Island,2011,2AE,SF,Boys
Kent Island,2013,2AE,SF,Boys
Kent Island,2014,2AE,SF,Boys
Kent Island,2021,2AE,QF,Boys
Kent Island,2023,2AE,QF,Boys
Kent Island,2008,2AE,RR,Boys
Kent Island,2009,2AE,RR,Boys
Kent Island,2012,2AE,RR,Boys
Kent Island,2017,2AE,RR,Boys
Kent Island,2010,2AE,RS,Boys
Kent Island,2015,2AE,RS,Boys
Kent Island,2016,2AE,RS,Boys
Kent Island,2019,2AE,RR1,Boys
Kenwood,1975,AA,SF,Boys
Kenwood,1992,3A,QF,Boys
Kenwood,2021,4A/3AN,RR2,Boys
Kenwood,2023,4A/3AN,RR2,Boys
Kenwood,2019,3AN,RR1,Boys
Kenwood,2022,4A/3AN,RR1,Boys
Francis Scott Key,1976,B,SF,Boys
Francis Scott Key,2000,2A,QF,Boys
Francis Scott Key,2021,2A/1AW,QF,Boys
Francis Scott Key,2004,2AW,RR,Boys
Francis Scott Key,2005,2AW,RS,Boys
Francis Scott Key,2006,2AW,RS,Boys
Francis Scott Key,2019,1AN,RR1,Boys
Francis Scott Key,2022,2A/1AW,RR1,Boys
Francis Scott Key,2023,2A/1AW,RR1,Boys
La Plata,1993,3A,QF,Boys
La Plata,1994,3A,QF,Boys
La Plata,2021,2AS,RR2,Boys
La Plata,2019,2AS,RR1,Boys
La Plata,2022,2AS,RR1,Boys
La Plata,2023,2AS,RR1,Boys
Henry E. Lackey,1986,B,CH,Boys
Henry E. Lackey,2003,3AS,RU,Boys
Henry E. Lackey,2004,3AS,RU,Boys
Henry E. Lackey,2007,3AS,SF,Boys
Henry E. Lackey,2017,1AS,SF,Boys
Henry E. Lackey,2021,2A/1AS,SF,Boys
Henry E. Lackey,1987,A,QF,Boys
Henry E. Lackey,1989,3A,QF,Boys
Henry E. Lackey,1993,2A,QF,Boys
Henry E. Lackey,2005,3AS,RR,Boys
Henry E. Lackey,2008,3AS,RR,Boys
Henry E. Lackey,2013,3AS,RR,Boys
Henry E. Lackey,2006,3AS,RS,Boys
Henry E. Lackey,2009,3AS,RS,Boys
Henry E. Lackey,2016,2AS,RS,Boys
Henry E. Lackey,2018,1AS,RS,Boys
Henry E. Lackey,2022,2A/1AS,RR2,Boys
Henry E. Lackey,2023,2A/1AS,RR2,Boys
Henry E. Lackey,2019,2AS,RR1,Boys
Lake Clifton,1996,4A,SF,Boys
Lake Clifton,1997,4A,QF,Boys
Lake Clifton,1999,4A,QF,Boys
Lake Clifton,2000,4A,QF,Boys
Lake Clifton,2022,1AS,QF,Boys
Lake Clifton,2023,1AS,QF,Boys
Lake Clifton,2003,4AN,RS,Boys
Lake Clifton,2005,3AN,RS,Boys
Lake Clifton,2009,2AN,RS,Boys
Lake Clifton,2011,2AN,RS,Boys
Lake Clifton,2014,1AS,RS,Boys
Lake Clifton,2018,1AN,RS,Boys
Lake Clifton,2019,1AN,RR2,Boys
Lake Clifton,2021,1AS,RR1,Boys
Lansdowne,2021,2AN,RR1,Boys
Lansdowne,2022,2AN,RR1,Boys
Lansdowne,2023,3AE,RR1,Boys
Largo,1976,A,CH,Boys
Largo,1994,4A,RU,Boys
Largo,1991,4A,SF,Boys
Largo,1992,4A,QF,Boys
Largo,1995,4A,QF,Boys
Largo,2021,2A/1AN,QF,Boys
Largo,2022,2A/1AN,QF,Boys
Largo,2018,1AS,RS,Boys
Largo,2019,1AS,RR1,Boys
Largo,2023,2A/1AS,RR1,Boys
Laurel,1987,A,CH,Boys
Laurel,1990,3A,QF,Boys
Laurel,1992,4A,QF,Boys
Laurel,2021,4AN,RR2,Boys
Laurel,2022,4AN,RR2,Boys
Laurel,2019,4AS,RR1,Boys
Laurel,2023,4AN,RR1,Boys
Leonardtown,2023,4A/3AE,QF,Boys
Leonardtown,2022,4A/3AE,RR2,Boys
Leonardtown,2021,4A/3AE,RR1,Boys
Reginald Lewis,2016,1AS,RR,Boys
Reginald Lewis,2017,1AN,RR,Boys
Reginald Lewis,2018,1AN,RR,Boys
Reginald Lewis,2008,1AS,RS,Boys
Reginald Lewis,2011,1AN,RS,Boys
Reginald Lewis,2012,1AS,RS,Boys
Reginald Lewis,2023,1AS,RR2,Boys
Reginald Lewis,2019,1AN,RR1,Boys
Reginald Lewis,2021,1AS,RR1,Boys
Liberty,2019,2AW,QF,Boys
Liberty,2014,2AW,RR,Boys
Liberty,2007,2AW,RS,Boys
Liberty,2008,2AW,RS,Boys
Liberty,2016,2AW,RS,Boys
Liberty,2017,2AW,RS,Boys
Liberty,2018,2AW,RS,Boys
Liberty,2022,2A/1AW,RR2,Boys
Liberty,2023,2A/1AW,RR2,Boys
Liberty,2021,2A/1AW,RR1,Boys
Linganore,1989,3A,CH,Boys
Linganore,1991,3A,CH,Boys
Linganore,1995,2A,CH,Boys
Linganore,2003,3AW,CH,Boys
Linganore,2009,3AW,CH,Boys
Linganore,2017,3AW,CH,Boys
Linganore,1987,A,RU,Boys
Linganore,1992,3A,RU,Boys
Linganore,2002,3A,RU,Boys
Linganore,2008,4AN,RU,Boys
Linganore,2013,3AW,RU,Boys
Linganore,2018,3AW,RU,Boys
Linganore,2019,3AW,RU,Boys
Linganore,2021,3AW,RU,Boys
Linganore,2023,3AW,RU,Boys
Linganore,1980,C,SF,Boys
Linganore,1986,B,QF,Boys
Linganore,2014,3AW,RR,Boys
Linganore,2005,3AW,RS,Boys
Linganore,2006,3AW,RS,Boys
Linganore,2007,4AN,RS,Boys
Linganore,2010,3AW,RS,Boys
Linganore,2011,3AW,RS,Boys
Linganore,2015,3AW,RS,Boys
Linganore,2016,3AW,RS,Boys
Linganore,2022,3AW,RR2,Boys
Loch Raven,1981,A,RU,Boys
Loch Raven,1974,A,SF,Boys
Loch Raven,1977,A,SF,Boys
Loch Raven,1979,A,SF,Boys
Loch Raven,1984,A,SF,Boys
Loch Raven,2003,1AN,RS,Boys
Loch Raven,2005,2AN,RS,Boys
Loch Raven,2019,1AS,RR2,Boys
Loch Raven,2021,1AN,RR1,Boys
Loch Raven,2023,1AN,RR1,Boys
Long Reach,2017,3AE,SF,Boys
Long Reach,1997,2A,QF,Boys
Long Reach,2022,3AE,QF,Boys
Long Reach,2004,3AE,RS,Boys
Long Reach,2005,3AE,RS,Boys
Long Reach,2016,3AE,RS,Boys
Long Reach,2018,3AE,RS,Boys
Long Reach,2021,3AE,RR2,Boys
Long Reach,2019,3AE,RR1,Boys
Long Reach,2023,4A/3AE,RR1,Boys
Col. Zadok Magruder,1984,B,CH,Boys
Col. Zadok Magruder,1986,A,CH,Boys
Col. Zadok Magruder,1989,3A,RU,Boys
Col. Zadok Magruder,1988,3A,SF,Boys
Col. Zadok Magruder,2007,4AW,RS,Boys
Col. Zadok Magruder,2015,3AS,RS,Boys
Col. Zadok Magruder,202,,,Boys
Manchester Valley,2012,1AN,RR,Boys
Manchester Valley,2015,1AN,RR,Boys
Manchester Valley,2013,1AW,RS,Boys
Manchester Valley,2019,3AE,RR2,Boys
Manchester Valley,2021,3AN,RR2,Boys
Manchester Valley,2023,3AW,RR2,Boys
Manchester Valley,2022,3AN,RR1,Boys
Marriotts Ridge,2014,2AS,RS,Boys
Marriotts Ridge,2015,2AW,RS,Boys
Marriotts Ridge,2019,3AE,RR2,Boys
Marriotts Ridge,2022,3AS,RR2,Boys
Marriotts Ridge,2021,3AS,RR1,Boys
Marriotts Ridge,2023,3AE,RR1,Boys
McDonough,1983,A,CH,Boys
McDonough,1985,A,CH,Boys
McDonough,1990,3A,CH,Boys
McDonough,2010,2AS,CH,Boys
McDonough,1991,3A,RU,Boys
McDonough,2006,2AS,RU,Boys
McDonough,1986,A,SF,Boys
McDonough,1988,3A,QF,Boys
McDonough,2004,3AS,RS,Boys
McDonough,2005,2AS,RS,Boys
McDonough,2007,2AS,RS,Boys
McDonough,2009,2AS,RS,Boys
McDonough,2012,2AS,RS,Boys
McDonough,2016,1AN,RS,Boys
McDonough,2022,2A/1AS,RR2,Boys
McDonough,2021,2A/1AS,RR1,Boys
McDonough,2023,2A/1AS,RR1,Boys
Meade,1977,A,SF,Boys
Meade,1982,AA,SF,Boys
Meade,1986,AA,SF,Boys
Meade,1995,4A,SF,Boys
Meade,2001,4A,SF,Boys
Meade,2012,4AE,SF,Boys
Meade,2013,4AE,SF,Boys
Meade,1987,AA,QF,Boys
Meade,1996,4A,QF,Boys
Meade,2017,4AE,RS,Boys
Meade,2019,4AE,RR2,Boys
Meade,2022,4AE,RR2,Boys
Meade,2021,4AE,RR1,Boys
Meade,2023,4AE,RR1,Boys
Mergenthaler Vocational-Technical,2021,4A/3AN,CH,Boys
Mergenthaler Vocational-Technical,2023,4A/3AN,CH,Boys
Mergenthaler Vocational-Technical,2018,4AN,SF,Boys
Mergenthaler Vocational-Technical,2019,3AN,SF,Boys
Mergenthaler Vocational-Technical,2000,4A,QF,Boys
Mergenthaler Vocational-Technical,2016,4AN,RR,Boys
Mergenthaler Vocational-Technical,2006,3AN,RS,Boys
Mergenthaler Vocational-Technical,2007,3AN,RS,Boys
Mergenthaler Vocational-Technical,2008,3AN,RS,Boys
Mergenthaler Vocational-Technical,2014,4AN,RS,Boys
Mergenthaler Vocational-Technical,2015,4AN,RS,Boys
Mergenthaler Vocational-Technical,2022,4A/3AN,RR2,Boys
Middletown,2011,2AW,CH,Boys
Middletown,2012,2AW,CH,Boys
Middletown,2013,2AW,CH,Boys
Middletown,2019,2AW,CH,Boys
Middletown,1981,C,RU,Boys
Middletown,1991,2A,RU,Boys
Middletown,2002,2A,RU,Boys
Middletown,2010,2AW,RU,Boys
Middletown,1996,2A,SF,Boys
Middletown,1997,2A,SF,Boys
Middletown,1998,2A,SF,Boys
Middletown,2001,2A,SF,Boys
Middletown,2006,2AW,SF,Boys
Middletown,2009,2AW,SF,Boys
Middletown,2022,2AW,SF,Boys
Middletown,1985,B,QF,Boys
Middletown,1986,B,QF,Boys
Middletown,1988,2A,QF,Boys
Middletown,1995,2A,QF,Boys
Middletown,1999,2A,QF,Boys
Middletown,2023,2A/1AW,QF,Boys
Middletown,2005,2AW,RR,Boys
Middletown,2007,2AW,RR,Boys
Middletown,2008,2AW,RR,Boys
Middletown,2016,2AW,RR,Boys
Middletown,2021,2AW,RR2,Boys
Milford Mill Academy,1987,C,CH,Boys
Milford Mill Academy,2022,2AN,CH,Boys
Milford Mill Academy,1983,B,RU,Boys
Milford Mill Academy,2017,3AN,RU,Boys
Milford Mill Academy,2021,2AN,RU,Boys
Milford Mill Academy,1985,B,SF,Boys
Milford Mill Academy,1989,1A,SF,Boys
Milford Mill Academy,1991,1A,SF,Boys
Milford Mill Academy,2005,3AN,SF,Boys
Milford Mill Academy,2012,3AN,SF,Boys
Milford Mill Academy,2023,2AN,SF,Boys
Milford Mill Academy,1988,1A,QF,Boys
Milford Mill Academy,1993,1A,QF,Boys
Milford Mill Academy,1995,2A,QF,Boys
Milford Mill Academy,1997,3A,QF,Boys
Milford Mill Academy,1999,3A,QF,Boys
Milford Mill Academy,2019,2AN,QF,Boys
Milford Mill Academy,2008,3AN,RR,Boys
Milford Mill Academy,2013,3AN,RR,Boys
Milford Mill Academy,2016,3AN,RR,Boys
Milford Mill Academy,2004,3AN,RS,Boys
Milford Mill Academy,2014,3AN,RS,Boys
Milford Mill Academy,2018,3AN,RS,Boys
Richard Montgomery,1981,A,CH,Boys
Richard Montgomery,2001,3A,SF,Boys
Richard Montgomery,1985,A,QF,Boys
Richard Montgomery,2016,4AW,RR,Boys
Richard Montgomery,2004,4AW,RS,Boys
Richard Montgomery,2005,4AW,RS,Boys
Richard Montgomery,2015,4AW,RS,Boys
Richard Montgomery,2017,4AW,RS,Boys
Richard Montgomery,2018,4AW,RS,Boys
Richard Montgomery,2019,4AW,RR2,Boys
Richard Montgomery,2021,4AW,RR1,Boys
Richard Montgomery,2022,4AW,RR1,Boys
Richard Montgomery,2023,4AW,RR1,Boys
Mount Hebron,1982,C,RU,Boys
Mount Hebron,1980,C,SF,Boys
Mount Hebron,2023,3AE,QF,Boys
