team,year,class,status,gender,Sport
Eastern Technical,2006,2AN,RS,Boys,Football
Eastern Technical,2015,2AN,RS,Boys,Football
Eastern Technical,2019,2AN,RR1,Boys,Football
Eastern Technical,2021,2AN,RR1,Boys,Football
Eastern Technical,2022,2AN,RR1,Boys,Football
Easton,1981,B,SF,Boys,Football
Easton,1986,C,SF,Boys,Football
Easton,1992,1A,SF,Boys,Football
Easton,1993,1A,SF,Boys,Football
Easton,1989,1A,QF,Boys,Football
Easton,1990,1A,QF,Boys,Football
Easton,1991,1A,QF,Boys,Football
Easton,2014,2AE,RR,Boys,Football
Easton,2013,2AE,RS,Boys,Football
Easton,2019,2AE,RR1,Boys,Football
Easton,2021,2AE,RR1,Boys,Football
Easton,2022,2AE,RR1,Boys,Football
Easton,2023,2AE,RR1,Boys,Football
Edgewood,1979,B,SF,Boys,Football
Edgewood,1988,2A,QF,Boys,Football
Edgewood,1989,2A,QF,Boys,Football
Edgewood,1991,2A,QF,Boys,Football
Edgewood,1998,2A,QF,Boys,Football
Edgewood,2017,3AN,RR,Boys,Football
Edgewood,2003,2AE,RS,Boys,Football
Edgewood,2006,3AE,RS,Boys,Football
Edgewood,2018,3AN,RS,Boys,Football
Edgewood,2021,3AN,RR2,Boys,Football
Edgewood,2022,3AN,RR2,Boys,Football
Edgewood,2023,3AN,RR2,Boys,Football
Edgewood,2019,3AN,RR1,Boys,Football
Edmondson-Westside,2006,2AN,CH,Boys,Football
Edmondson-Westside,1999,2A,RU,Boys,Football
Edmondson-Westside,2000,2A,SF,Boys,Football
Edmondson-Westside,2002,2A,SF,Boys,Football
Edmondson-Westside,2011,2AN,SF,Boys,Football
Edmondson-Westside,2012,2AN,SF,Boys,Football
Edmondson-Westside,2016,1AS,SF,Boys,Football
Edmondson-Westside,2021,1AS,SF,Boys,Football
Edmondson-Westside,2019,1AN,QF,Boys,Football
Edmondson-Westside,2007,2AN,RR,Boys,Football
Edmondson-Westside,2008,2AN,RR,Boys,Football
Edmondson-Westside,2013,1AS,RR,Boys,Football
Edmondson-Westside,2014,1AS,RR,Boys,Football
Edmondson-Westside,2015,1AS,RR,Boys,Football
Edmondson-Westside,2004,2AN,RS,Boys,Football
Edmondson-Westside,2017,2AN,RS,Boys,Football
Edmondson-Westside,2018,2AN,RS,Boys,Football
Edmondson-Westside,2022,1AS,RR2,Boys,Football
Albert Einstein,1998,2A,QF,Boys,Football
Albert Einstein,2017,4AW,RS,Boys,Football
Albert Einstein,2019,4AN,RR2,Boys,Football
Albert Einstein,2021,4AN,RR2,Boys,Football
Albert Einstein,2022,4AN,RR2,Boys,Football
Albert Einstein,2023,4A/3AS,RR2,Boys,Football
Elkton,2000,1A,CH,Boys,Football
Elkton,1980,B,RU,Boys,Football
Elkton,2016,2AE,RU,Boys,Football
Elkton,1978,B,SF,Boys,Football
Elkton,1996,1A,SF,Boys,Football
Elkton,1999,1A,SF,Boys,Football
Elkton,2001,1A,SF,Boys,Football
Elkton,2006,1AE,SF,Boys,Football
Elkton,2007,2AE,SF,Boys,Football
Elkton,2012,2AE,SF,Boys,Football
Elkton,2018,2AE,SF,Boys,Football
Elkton,2019,2AE,SF,Boys,Football
Elkton,1992,2A,QF,Boys,Football
Elkton,1994,2A,QF,Boys,Football
Elkton,1997,1A,QF,Boys,Football
Elkton,2002,1A,QF,Boys,Football
Elkton,2021,2A/1AE,QF,Boys,Football
Elkton,2022,2A/1AE,QF,Boys,Football
Elkton,2005,1AE,RR,Boys,Football
Elkton,2015,2AE,RR,Boys,Football
Elkton,2003,1AN,RS,Boys,Football
Elkton,2008,2AE,RS,Boys,Football
Elkton,2017,2AE,RS,Boys,Football
Elkton,2023,2A/1AN,RR2,Boys,Football
Fairmont Heights,1983,A,RU,Boys,Football
Fairmont Heights,1987,B,RU,Boys,Football
Fairmont Heights,1985,A,SF,Boys,Football
Fairmont Heights,1989,2A,QF,Boys,Football
Fairmont Heights,1998,2A,QF,Boys,Football
Fairmont Heights,2019,1AS,QF,Boys,Football
Fairmont Heights,2014,1AN,RS,Boys,Football
Fairmont Heights,2015,1AN,RS,Boys,Football
Fairmont Heights,2016,1AN,RS,Boys,Football
Fairmont Heights,2017,1AS,RS,Boys,Football
Fairmont Heights,2021,2A/1AN,RR2,Boys,Football
Fairmont Heights,2022,2A/1AN,RR2,Boys,Football
Fairmont Heights,2023,2A/1AE,RR1,Boys,Football
Fallston,2023,2A/1AN,QF,Boys,Football
Fallston,2008,3AE,RR,Boys,Football
Fallston,2010,2AE,RR,Boys,Football
Fallston,2013,2AE,RR,Boys,Football
Fallston,2011,2AE,RS,Boys,Football
Fallston,2014,2AE,RS,Boys,Football
Fallston,2019,1AE,RR2,Boys,Football
Fallston,2021,2A/1AE,RR2,Boys,Football
Fallston,2022,2A/1AE,RR1,Boys,Football
Charles H. Flowers,2022,4AS,RU,Boys,Football
Charles H. Flowers,2011,4AS,SF,Boys,Football
Charles H. Flowers,2021,4AS,SF,Boys,Football
Charles H. Flowers,2019,4AS,QF,Boys,Football
Charles H. Flowers,2003,4AS,RR,Boys,Football
Charles H. Flowers,2004,4AS,RR,Boys,Football
Charles H. Flowers,2005,4AS,RR,Boys,Football
Charles H. Flowers,2006,4AS,RR,Boys,Football
Charles H. Flowers,2008,4AS,RR,Boys,Football
Charles H. Flowers,2009,4AS,RR,Boys,Football
Charles H. Flowers,2018,4AS,RR,Boys,Football
Charles H. Flowers,2010,4AS,RS,Boys,Football
Charles H. Flowers,2013,4AS,RS,Boys,Football
Charles H. Flowers,2016,4AS,RS,Boys,Football
Charles H. Flowers,2017,4AS,RS,Boys,Football
Charles H. Flowers,2023,4AS,RR2,Boys,Football
Forest Park,2023,2A/1AE,SF,Boys,Football
Forest Park,1995,2A,QF,Boys,Football
Forest Park,1998,1A,QF,Boys,Football
Forest Park,2000,1A,QF,Boys,Football
Forest Park,2001,1A,QF,Boys,Football
Forest Park,2021,1AS,QF,Boys,Football
Forest Park,2022,1AS,QF,Boys,Football
Forest Park,2019,1AN,RR2,Boys,Football
Forest Park,2009,1AS,RR,Boys,Football
Forest Park,2010,1AS,RR,Boys,Football
Forest Park,2012,1AS,RR,Boys,Football
Forest Park,2004,1AS,RS,Boys,Football
Forest Park,2005,1AS,RS,Boys,Football
Forest Park,2006,1AS,RS,Boys,Football
Forest Park,2015,1AS,RS,Boys,Football
Forest Park,2017,2AN,RS,Boys,Football
x-Forestville,1999,1A,CH,Boys,Football
x-Forestville,1988,2A,RU,Boys,Football
x-Forestville,1998,1A,RU,Boys,Football
x-Forestville,2000,1A,RU,Boys,Football
x-Forestville,1986,2A,SF,Boys,Football
x-Forestville,2015,1AN,SF,Boys,Football
x-Forestville,1987,2A,QF,Boys,Football
x-Forestville,1997,1A,QF,Boys,Football
x-Forestville,2006,1AS,RR,Boys,Football
x-Forestville,2007,1AS,RS,Boys,Football
x-Forestville,2008,1AS,RS,Boys,Football
x-Forestville,2009,1AS,RS,Boys,Football
x-Forestville,2010,1AS,RS,Boys,Football
x-Forestville,2012,1AS,RS,Boys,Football
x-Forestville,2013,1AN,RS,Boys,Football
x-Forestville,2014,1AN,RS,Boys,Football
Fort Hill,1975,A,CH,Boys,Football
Fort Hill,1997,2A,CH,Boys,Football
Fort Hill,2013,1AW,CH,Boys,Football
Fort Hill,2014,1AW,CH,Boys,Football
Fort Hill,2015,,,Boys,Football
Benjamin Franklin,2021,1AS,RR1,Boys,Football
Benjamin Franklin,2022,1AS,RR1,Boys,Football
Benjamin Franklin,2023,1AS,RR1,Boys,Football
Franklin,2013,3AN,CH,Boys,Football
Franklin,2014,3AN,CH,Boys,Football
Franklin,2018,3AN,CH,Boys,Football
Franklin,1978,A,RU,Boys,Football
Franklin,2010,3AN,RU,Boys,Football
Franklin,2016,3AN,RU,Boys,Football
Franklin,2006,3AN,SF,Boys,Football
Franklin,1985,A,QF,Boys,Football
Franklin,1986,A,QF,Boys,Football
Franklin,1987,A,QF,Boys,Football
Franklin,1988,3A,QF,Boys,Football
Franklin,1994,3A,QF,Boys,Football
Franklin,2019,3AN,QF,Boys,Football
Franklin,2021,3AN,QF,Boys,Football
Franklin,2022,3AN,QF,Boys,Football
Franklin,2023,3AN,QF,Boys,Football
Franklin,2009,3AN,RR,Boys,Football
Franklin,2012,3AN,RR,Boys,Football
Franklin,2015,3AN,RR,Boys,Football
Franklin,2007,3AN,RS,Boys,Football
Franklin,2008,3AN,RS,Boys,Football
Franklin,2011,3AN,RS,Boys,Football
Franklin,2017,3AN,RS,Boys,Football
Frederick,1985,A,RU,Boys,Football
Frederick,2021,3AW,SF,Boys,Football
Frederick,1986,A,QF,Boys,Football
Frederick,1987,A,QF,Boys,Football
Frederick,2023,4A/3AW,QF,Boys,Football
Frederick,2004,3AW,RR,Boys,Football
Frederick,2022,3AW,RR2,Boys,Football
Frederick,2019,3AW,RR1,Boys,Football
Friendly,1974,A,CH,Boys,Football
Friendly,1978,A,CH,Boys,Football
Friendly,1983,AA,CH,Boys,Football
Friendly,1998,3A,CH,Boys,Football
Friendly,2006,3AS,CH,Boys,Football
Friendly,1977,A,RU,Boys,Football
Friendly,1981,AA,RU,Boys,Football
Friendly,1980,AA,SF,Boys,Football
Friendly,1988,4A,SF,Boys,Football
Friendly,1997,3A,SF,Boys,Football
Friendly,1987,AA,QF,Boys,Football
Friendly,1989,4A,QF,Boys,Football
Friendly,1992,4A,QF,Boys,Football
Friendly,2004,2AS,RR,Boys,Football
Friendly,2010,3AS,RR,Boys,Football
Friendly,2003,2AS,RS,Boys,Football
Friendly,2005,3AS,RS,Boys,Football
Friendly,2008,3AS,RS,Boys,Football
Friendly,2012,3AS,RS,Boys,Football
Friendly,2019,1AS,RR1,Boys,Football
Friendly,2021,2A/1AS,RR1,Boys,Football
Friendly,2022,2A/1AS,RR1,Boys,Football
Friendly,2023,2A/1AS,RR1,Boys,Football
,,,,Boys,Football
x-Friendship Academy of Engineering & Technology (FAET),2015,1AS,SF,Boys,Football
x-Friendship Academy of Engineering & Technology (FAET),2013,1AN,RS,Boys,Football
x-Friendship Academy of Engineering & Technology (FAET),2014,1AN,RS,Boys,Football
x-Friendship Academy of Engineering & Technology (FAET),2016,1AS,RS,Boys,Football
Gaithersburg,1986,AA,CH,Boys,Football
Gaithersburg,1992,4A,CH,Boys,Football
Gaithersburg,2000,4A,CH,Boys,Football
Gaithersburg,1989,4A,RU,Boys,Football
Gaithersburg,1995,4A,RU,Boys,Football
Gaithersburg,1999,4A,RU,Boys,Football
Gaithersburg,2001,4A,SF,Boys,Football
Gaithersburg,2002,4A,SF,Boys,Football
Gaithersburg,2010,4AW,SF,Boys,Football
Gaithersburg,1997,4A,QF,Boys,Football
Gaithersburg,1998,4A,QF,Boys,Football
Gaithersburg,2003,4AW,RR,Boys,Football
Gaithersburg,2005,4AW,RS,Boys,Football
Gaithersburg,2006,4AW,RS,Boys,Football
Gaithersburg,2011,4AW,RS,Boys,Football
Gaithersburg,2013,4AW,RS,Boys,Football
Gaithersburg,2022,4AW,RR2,Boys,Football
Gaithersburg,2023,4AW,RR2,Boys,Football
Gaithersburg,2019,4AW,RR1,Boys,Football
Gaithersburg,2021,4AW,RR1,Boys,Football
Glen Burnie,2022,4AE,RR2,Boys,Football
Glen Burnie,2023,4AE,RR2,Boys,Football
Glen Burnie,2021,4AE,RR1,Boys,Football
Glenelg,2018,2AS,RU,Boys,Football
Glenelg,1977,B,SF,Boys,Football
Glenelg,2000,1A,SF,Boys,Football
Glenelg,2014,3AE,SF,Boys,Football
Glenelg,2016,3AE,SF,Boys,Football
Glenelg,2017,2AE,SF,Boys,Football
Glenelg,1985,B,QF,Boys,Football
Glenelg,1992,2A,QF,Boys,Football
Glenelg,2001,2A,QF,Boys,Football
Glenelg,2002,2A,QF,Boys,Football
Glenelg,2021,2AW,QF,Boys,Football
Glenelg,2003,2AS,RR,Boys,Football
Glenelg,2011,2AS,RR,Boys,Football
Glenelg,2015,3AE,RR,Boys,Football
Glenelg,2004,2AS,RS,Boys,Football
Glenelg,2005,2AS,RS,Boys,Football
Glenelg,2006,2AS,RS,Boys,Football
Glenelg,2009,2AS,RS,Boys,Football
Glenelg,2013,3AE,RS,Boys,Football
Glenelg,2019,2AW,RR2,Boys,Football
Glenelg,2023,2AW,RR2,Boys,Football
Glenelg,2022,2AW,RR1,Boys,Football
Great Mills,1981,B,RU,Boys,Football
Great Mills,1989,3A,QF,Boys,Football
Great Mills,2023,4A/3AE,RR2,Boys,Football
Great Mills,2021,4A/3AE,RR1,Boys,Football
Great Mills,2022,4A/3AE,RR1,Boys,Football
Green Street Academy,2022,1AE,RR2,Boys,Football
Green Street Academy,2023,1AS,RR2,Boys,Football
Gwynn Park,2005,3AS,CH,Boys,Football
Gwynn Park,2000,2A,RU,Boys,Football
Gwynn Park,2017,2AN,RU,Boys,Football
Gwynn Park,1992,3A,SF,Boys,Football
Gwynn Park,2003,3AE,SF,Boys,Football
Gwynn Park,1996,3A,QF,Boys,Football
Gwynn Park,2001,3A,QF,Boys,Football
Gwynn Park,2002,3A,QF,Boys,Football
Gwynn Park,2021,2A/1AS,QF,Boys,Football
Gwynn Park,2004,3AE,RR,Boys,Football
Gwynn Park,2006,3AS,RR,Boys,Football
Gwynn Park,2009,2AS,RR,Boys,Football
Gwynn Park,2012,2AS,RR,Boys,Football
Gwynn Park,2013,2AS,RR,Boys,Football
Gwynn Park,2015,2AS,RR,Boys,Football
Gwynn Park,2008,2AS,RS,Boys,Football
Gwynn Park,2011,2AS,RS,Boys,Football
Gwynn Park,2016,2AS,RS,Boys,Football
Gwynn Park,2019,1AS,RR2,Boys,Football
Gwynn Park,2023,2AS,RR2,Boys,Football
Gwynn Park,2022,2A/1AS,RR1,Boys,Football
Hammond,1985,B,QF,Boys,Football
Hammond,2010,2AS,RR,Boys,Football
Hammond,2013,2AS,RS,Boys,Football
Hammond,2019,3AE,RR1,Boys,Football
Hammond,2021,2AW,RR1,Boys,Football
Hammond,2022,2AW,RR1,Boys,Football
Hammond,2023,2AW,RR1,Boys,Football
Hancock,1986,C,QF,Boys,Football
Hancock,2003,1AW,RS,Boys,Football
Hancock,2004,1AW,RS,Boys,Football
Hancock,2013,1AW,RS,Boys,Football
Harford Technical,2023,2A/1AN,QF,Boys,Football
Harford Technical,2017,2AE,SF,Boys,Football
Harford Technical,2021,2A/1AE,SF,Boys,Football
Harford Technical,2022,2A/1AE,SF,Boys,Football
Harford Technical,2019,2AE,RR2,Boys,Football
Harford Technical,2018,2AE,RS,Boys,Football
Havre de Grace,1978,C,CH,Boys,Football
Havre de Grace,1981,C,CH,Boys,Football
Havre de Grace,1986,C,CH,Boys,Football
Havre de Grace,1985,C,RU,Boys,Football
Havre de Grace,1987,C,RU,Boys,Football
Havre de Grace,1988,1A,RU,Boys,Football
Havre de Grace,2010,1AE,RU,Boys,Football
Havre de Grace,2015,1AE,RU,Boys,Football
Havre de Grace,2016,1AN,RU,Boys,Football
Havre de Grace,1979,C,SF,Boys,Football
Havre de Grace,1984,C,SF,Boys,Football
Havre de Grace,1995,1A,SF,Boys,Football
Havre de Grace,2006,1AN,SF,Boys,Football
Havre de Grace,2017,1AE,SF,Boys,Football
Havre de Grace,2018,1AE,SF,Boys,Football
Havre de Grace,1992,1A,QF,Boys,Football
Havre de Grace,2002,1A,QF,Boys,Football
Havre de Grace,2023,1AN,QF,Boys,Football
Havre de Grace,2003,1AN,RR,Boys,Football
Havre de Grace,2008,1AE,RR,Boys,Football
Havre de Grace,2009,1AE,RR,Boys,Football
Havre de Grace,2007,1AE,RS,Boys,Football
Havre de Grace,2011,1AE,RS,Boys,Football
Havre de Grace,2014,1AE,RS,Boys,Football
Havre de Grace,2021,1AN,RR2,Boys,Football
Havre de Grace,2019,1AE,RR1,Boys,Football
Havre de Grace,2022,1AN,RR1,Boys,Football
Hereford,1997,1A,CH,Boys,Football
Hereford,2001,2A,CH,Boys,Football
Hereford,2002,2A,CH,Boys,Football
Hereford,2004,2AN,RU,Boys,Football
Hereford,2007,3AN,RU,Boys,Football
Hereford,1996,1A,SF,Boys,Football
Hereford,1998,1A,SF,Boys,Football
Hereford,1999,2A,SF,Boys,Football
Hereford,2000,2A,SF,Boys,Football
Hereford,2008,3AN,SF,Boys,Football
Hereford,2009,3AN,SF,Boys,Football
Hereford,2022,2AN,QF,Boys,Football
Hereford,2003,2AN,RR,Boys,Football
Hereford,2006,2AN,RR,Boys,Football
Hereford,2016,2AN,RR,Boys,Football
Hereford,2017,2AN,RR,Boys,Football
Hereford,2010,3AN,RS,Boys,Football
Hereford,2012,3AN,RS,Boys,Football
Hereford,2014,2AN,RS,Boys,Football
Hereford,2015,2AN,RS,Boys,Football
Hereford,2019,2AN,RR2,Boys,Football
Hereford,2021,2AN,RR2,Boys,Football
Hereford,2023,2AN,RR2,Boys,Football
x-Charles Hickey,1995,1A,QF,Boys,Football
x-Charles Hickey,1996,1A,QF,Boys,Football
x-Charles Hickey,1999,1A,QF,Boys,Football
High Point,1983,AA,RU,Boys,Football
High Point,1991,4A,RU,Boys,Football
High Point,1985,AA,SF,Boys,Football
High Point,1997,4A,SF,Boys,Football
High Point,1986,AA,QF,Boys,Football
High Point,1990,4A,QF,Boys,Football
High Point,1994,4A,QF,Boys,Football
High Point,2021,4AN,RR1,Boys,Football
High Point,2022,4AN,RR1,Boys,Football
High Point,2023,4AN,RR1,Boys,Football
Howard,1974,B,CH,Boys,Football
Howard,1975,B,RU,Boys,Football
Howard,2015,4AN,RU,Boys,Football
Howard,1999,2A,SF,Boys,Football
Howard,2014,4AN,SF,Boys,Football
Howard,2016,4AN,SF,Boys,Football
Howard,2017,4AN,SF,Boys,Football
Howard,1993,3A,QF,Boys,Football
Howard,2007,3AE,RS,Boys,Football
Howard,2008,3AE,RS,Boys,Football
Howard,2011,3AE,RS,Boys,Football
Howard,2013,4AN,RS,Boys,Football
Howard,2018,4AN,RS,Boys,Football
Howard,2021,4A/3AW,RR2,Boys,Football
Howard,2022,4A/3AW,RR2,Boys,Football
Howard,2023,4A/3AE,RR1,Boys,Football
Huntingtown,2009,3AS,RU,Boys,Football
Huntingtown,2012,3AS,RU,Boys,Football
Huntingtown,2023,2AS,RU,Boys,Football
Huntingtown,2010,3AS,SF,Boys,Football
Huntingtown,2011,3AS,SF,Boys,Football
Huntingtown,2013,3AS,SF,Boys,Football
Huntingtown,2018,3AS,SF,Boys,Football
Huntingtown,2019,3AS,SF,Boys,Football
Huntingtown,2021,2AS,SF,Boys,Football
Huntingtown,2022,2AS,QF,Boys,Football
Huntingtown,2007,3AS,RS,Boys,Football
Huntingtown,2008,3AS,RS,Boys,Football
Huntingtown,2014,3AS,RS,Boys,Football
Governor Thomas Johnson,1982,A,CH,Boys,Football
Governor Thomas Johnson,1997,3A,RU,Boys,Football
Governor Thomas Johnson,2011,3AW,RU,Boys,Football
Governor Thomas Johnson,1994,3A,SF,Boys,Football
Governor Thomas Johnson,1996,3A,SF,Boys,Football
Governor Thomas Johnson,2007,4AN,SF,Boys,Football
Governor Thomas Johnson,2009,4AN,SF,Boys,Football
Governor Thomas Johnson,1993,3A,QF,Boys,Football
Governor Thomas Johnson,1995,3A,QF,Boys,Football
Governor Thomas Johnson,2006,4AN,RS,Boys,Football
Governor Thomas Johnson,2008,4AN,RS,Boys,Football
Governor Thomas Johnson,2010,4AN,RS,Boys,Football
Governor Thomas Johnson,2021,4A/3AW,RR1,Boys,Football
Governor Thomas Johnson,2022,4A/3AW,RR1,Boys,Football
Governor Thomas Johnson,2023,4A/3AW,RR1,Boys,Football
Walter Johnson,2023,4AN,QF,Boys,Football
Walter Johnson,2019,4AW,RR2,Boys,Football
Walter Johnson,2021,4AW,RR2,Boys,Football
Walter Johnson,2022,4AW,RR1,Boys,Football
Joppatowne,1975,C,CH,Boys,Football
Joppatowne,2003,1AN,CH,Boys,Football
Joppatowne,1974,C,RU,Boys,Football
Joppatowne,1976,C,RU,Boys,Football
Joppatowne,2001,2A,RU,Boys,Football
Joppatowne,2004,1AN,RU,Boys,Football
Joppatowne,2009,1AE,RU,Boys,Football
Joppatowne,1991,1A,SF,Boys,Football
Joppatowne,1993,1A,SF,Boys,Football
Joppatowne,2005,2AE,SF,Boys,Football
Joppatowne,2007,1AE,SF,Boys,Football
Joppatowne,2008,1AE,SF,Boys,Football
Joppatowne,2022,1AN,SF,Boys,Football
Joppatowne,1989,1A,QF,Boys,Football
Joppatowne,1990,1A,QF,Boys,Football
Joppatowne,1992,1A,QF,Boys,Football
Joppatowne,1994,1A,QF,Boys,Football
Joppatowne,2021,1AN,QF,Boys,Football
Joppatowne,2006,2AE,RS,Boys,Football
Joppatowne,2019,1AE,RR2,Boys,Football
Joppatowne,2023,1AN,RR1,Boys,Football
John F. Kennedy,1977,B,CH,Boys,Football
John F. Kennedy,1984,A,CH,Boys,Football
John F. Kennedy,1992,3A,QF,Boys,Football
John F. Kennedy,2006,3AW,RR,Boys,Football
John F. Kennedy,2007,3AW,RS,Boys,Football
John F. Kennedy,2021,4A/3AS,RR1,Boys,Football
John F. Kennedy,2022,4A/3AS,RR1,Boys,Football
John F. Kennedy,2023,4A/3AS,RR1,Boys,Football
Kent County,1989,1A,CH,Boys,Football
Kent County,1990,1A,CH,Boys,Football
Kent County,1996,1A,RU,Boys,Football
Kent County,1987,C,SF,Boys,Football
Kent County,1995,1A,SF,Boys,Football
Kent County,2016,1AE,SF,Boys,Football
Kent County,1985,C,QF,Boys,Football
Kent County,1986,C,QF,Boys,Football
Kent County,1988,1A,QF,Boys,Football
Kent County,1993,1A,QF,Boys,Football
Kent County,1994,1A,QF,Boys,Football
Kent County,2014,1AE,RR,Boys,Football
Kent County,2013,1AE,RS,Boys,Football
Kent County,2015,1AE,RS,Boys,Football
Kent County,2023,1AE,RR2,Boys,Football
Kent County,2019,1AE,RR1,Boys,Football
Kent County,2021,1AE,RR1,Boys,Football
Kent Island,2022,2AE,RU,Boys,Football
Kent Island,2011,2AE,SF,Boys,Football
Kent Island,2013,2AE,SF,Boys,Football
Kent Island,2014,2AE,SF,Boys,Football
Kent Island,2021,2AE,QF,Boys,Football
Kent Island,2023,2AE,QF,Boys,Football
Kent Island,2008,2AE,RR,Boys,Football
Kent Island,2009,2AE,RR,Boys,Football
Kent Island,2012,2AE,RR,Boys,Football
Kent Island,2017,2AE,RR,Boys,Football
Kent Island,2010,2AE,RS,Boys,Football
Kent Island,2015,2AE,RS,Boys,Football
Kent Island,2016,2AE,RS,Boys,Football
Kent Island,2019,2AE,RR1,Boys,Football
Kenwood,1975,AA,SF,Boys,Football
Kenwood,1992,3A,QF,Boys,Football
Kenwood,2021,4A/3AN,RR2,Boys,Football
Kenwood,2023,4A/3AN,RR2,Boys,Football
Kenwood,2019,3AN,RR1,Boys,Football
Kenwood,2022,4A/3AN,RR1,Boys,Football
Francis Scott Key,1976,B,SF,Boys,Football
Francis Scott Key,2000,2A,QF,Boys,Football
Francis Scott Key,2021,2A/1AW,QF,Boys,Football
Francis Scott Key,2004,2AW,RR,Boys,Football
Francis Scott Key,2005,2AW,RS,Boys,Football
Francis Scott Key,2006,2AW,RS,Boys,Football
Francis Scott Key,2019,1AN,RR1,Boys,Football
Francis Scott Key,2022,2A/1AW,RR1,Boys,Football
Francis Scott Key,2023,2A/1AW,RR1,Boys,Football
La Plata,1993,3A,QF,Boys,Football
La Plata,1994,3A,QF,Boys,Football
La Plata,2021,2AS,RR2,Boys,Football
La Plata,2019,2AS,RR1,Boys,Football
La Plata,2022,2AS,RR1,Boys,Football
La Plata,2023,2AS,RR1,Boys,Football
Henry E. Lackey,1986,B,CH,Boys,Football
Henry E. Lackey,2003,3AS,RU,Boys,Football
Henry E. Lackey,2004,3AS,RU,Boys,Football
Henry E. Lackey,2007,3AS,SF,Boys,Football
Henry E. Lackey,2017,1AS,SF,Boys,Football
Henry E. Lackey,2021,2A/1AS,SF,Boys,Football
Henry E. Lackey,1987,A,QF,Boys,Football
Henry E. Lackey,1989,3A,QF,Boys,Football
Henry E. Lackey,1993,2A,QF,Boys,Football
Henry E. Lackey,2005,3AS,RR,Boys,Football
Henry E. Lackey,2008,3AS,RR,Boys,Football
Henry E. Lackey,2013,3AS,RR,Boys,Football
Henry E. Lackey,2006,3AS,RS,Boys,Football
Henry E. Lackey,2009,3AS,RS,Boys,Football
Henry E. Lackey,2016,2AS,RS,Boys,Football
Henry E. Lackey,2018,1AS,RS,Boys,Football
Henry E. Lackey,2022,2A/1AS,RR2,Boys,Football
Henry E. Lackey,2023,2A/1AS,RR2,Boys,Football
Henry E. Lackey,2019,2AS,RR1,Boys,Football
Lake Clifton,1996,4A,SF,Boys,Football
Lake Clifton,1997,4A,QF,Boys,Football
Lake Clifton,1999,4A,QF,Boys,Football
Lake Clifton,2000,4A,QF,Boys,Football
Lake Clifton,2022,1AS,QF,Boys,Football
Lake Clifton,2023,1AS,QF,Boys,Football
Lake Clifton,2003,4AN,RS,Boys,Football
Lake Clifton,2005,3AN,RS,Boys,Football
Lake Clifton,2009,2AN,RS,Boys,Football
Lake Clifton,2011,2AN,RS,Boys,Football
Lake Clifton,2014,1AS,RS,Boys,Football
Lake Clifton,2018,1AN,RS,Boys,Football
Lake Clifton,2019,1AN,RR2,Boys,Football
Lake Clifton,2021,1AS,RR1,Boys,Football
Lansdowne,2021,2AN,RR1,Boys,Football
Lansdowne,2022,2AN,RR1,Boys,Football
Lansdowne,2023,3AE,RR1,Boys,Football
Largo,1976,A,CH,Boys,Football
Largo,1994,4A,RU,Boys,Football
Largo,1991,4A,SF,Boys,Football
Largo,1992,4A,QF,Boys,Football
Largo,1995,4A,QF,Boys,Football
Largo,2021,2A/1AN,QF,Boys,Football
Largo,2022,2A/1AN,QF,Boys,Football
Largo,2018,1AS,RS,Boys,Football
Largo,2019,1AS,RR1,Boys,Football
Largo,2023,2A/1AS,RR1,Boys,Football
Laurel,1987,A,CH,Boys,Football
Laurel,1990,3A,QF,Boys,Football
Laurel,1992,4A,QF,Boys,Football
Laurel,2021,4AN,RR2,Boys,Football
Laurel,2022,4AN,RR2,Boys,Football
Laurel,2019,4AS,RR1,Boys,Football
Laurel,2023,4AN,RR1,Boys,Football
Leonardtown,2023,4A/3AE,QF,Boys,Football
Leonardtown,2022,4A/3AE,RR2,Boys,Football
Leonardtown,2021,4A/3AE,RR1,Boys,Football
Reginald Lewis,2016,1AS,RR,Boys,Football
Reginald Lewis,2017,1AN,RR,Boys,Football
Reginald Lewis,2018,1AN,RR,Boys,Football
Reginald Lewis,2008,1AS,RS,Boys,Football
Reginald Lewis,2011,1AN,RS,Boys,Football
Reginald Lewis,2012,1AS,RS,Boys,Football
Reginald Lewis,2023,1AS,RR2,Boys,Football
Reginald Lewis,2019,1AN,RR1,Boys,Football
Reginald Lewis,2021,1AS,RR1,Boys,Football
Liberty,2019,2AW,QF,Boys,Football
Liberty,2014,2AW,RR,Boys,Football
Liberty,2007,2AW,RS,Boys,Football
Liberty,2008,2AW,RS,Boys,Football
Liberty,2016,2AW,RS,Boys,Football
Liberty,2017,2AW,RS,Boys,Football
Liberty,2018,2AW,RS,Boys,Football
Liberty,2022,2A/1AW,RR2,Boys,Football
Liberty,2023,2A/1AW,RR2,Boys,Football
Liberty,2021,2A/1AW,RR1,Boys,Football
Linganore,1989,3A,CH,Boys,Football
Linganore,1991,3A,CH,Boys,Football
Linganore,1995,2A,CH,Boys,Football
Linganore,2003,3AW,CH,Boys,Football
Linganore,2009,3AW,CH,Boys,Football
Linganore,2017,3AW,CH,Boys,Football
Linganore,1987,A,RU,Boys,Football
Linganore,1992,3A,RU,Boys,Football
Linganore,2002,3A,RU,Boys,Football
Linganore,2008,4AN,RU,Boys,Football
Linganore,2013,3AW,RU,Boys,Football
