team, year, class, status, gender
Bowie, 1984, AA, Finalist, Girls
Towson, 1984, A, Champion, Girls
McDonough, 1984, A, Finalist, Girls
North Carroll, 1984, B, Champion, Girls
Hereford, 1984, B, Finalist, Girls
Boonsboro, 1984, C, Champion, Girls
Smithsburg, 1984, C, Finalist, Girls
Laurel, 1985, AA, Champion, Girls
Churchill, 1985, AA, Finalist, Girls
North Carroll, 1985, A, Champion, Girls
Loch Raven, 1985, A, Finalist, Girls
Woodward, 1985, B, Champion, Girls
C. Milton Wright, 1985, B, Finalist, Girls
Brunswick, 1985, C, Champion, Girls
Smithsburg, 1985, C, Finalist, Girls
Eleanor Roosevelt, 1986, AA, Champion, Girls
Laurel, 1986, AA, Finalist, Girls
North Carroll, 1986, A, Champion, Girls
Loch Raven, 1986, A, Finalist, Girls
North Harford, 1986, B-C, Champion, Girls
Atholton, 1986, B-C, Finalist, Girls
Severna Park, 1987, AA, Champion, Girls
Eleanor Roosevelt, 1987, AA, Finalist, Girls
North Hagerstown, 1987, A, Champion, Girls
Laurel, 1987, A, Finalist, Girls
Atholton, 1987, B-C, Champion, Girls
Centennial, 1987, B-C, Finalist, Girls
Eleanor Roosevelt, 1988, 4A, Champion, Girls
Whitman, 1988, 4A, Finalist, Girls
C. Milton Wright, 1988, 3A, Champion, Girls
Frederick, 1988, 3A, Finalist, Girls
Atholton, 1988, 2A-1A, Champion, Girls
Allegany, 1988, 2A-1A, Finalist, Girls
Frederick, 1989, 4A, Champion, Girls
Whitman, 1989, 4A, Finalist, Girls
Great Mills, 1989, 3A, Champion, Girls
Leonardtown, 1989, 3A, Finalist, Girls
Atholton, 1989, 2A, Champion, Girls
Glenelg, 1989, 2A, Finalist, Girls
Boonsboro, 1989, 1A, Champion, Girls
Brunswick, 1989, 1A, Finalist, Girls
Whitman, 1990, 4A, Champion, Girls
Frederick, 1990, 4A, Finalist, Girls
Centennial, 1990, 3A, Champion, Girls
Liberty, 1990, 3A, Finalist, Girls
Glenelg, 1990, 2A, Champion, Girls
Middletown, 1990, 2A, Finalist, Girls
Boonsboro, 1990, 1A, Champion, Girls
Brunswick, 1990, 1A, Finalist, Girls
Churchill, 1991, 4A, Champion, Girls
Quince Orchard, 1991, 4A, Finalist, Girls
Whitman, 1991, 3A, Champion, Girls
Walter Johnson, 1991, 3A, Finalist, Girls
Middletown, 1991, 2A, Champion, Girls
Loch Raven, 1991, 2A, Finalist, Girls
Brunswick, 1991, 1A, Champion, Girls
Boonsboro, 1991, 1A, Finalist, Girls
Dulaney, 1992, 4A, Champion, Girls
Quince Orchard, 1992, 4A, Finalist, Girls
Whitman, 1992, 3A, Champion, Girls
Walter Johnson, 1992, 3A, Finalist, Girls
Middletown, 1992, 2A, Champion, Girls
Glenelg, 1992, 2A, Finalist, Girls
Brunswick, 1992, 1A, Champion, Girls
Boonsboro, 1992, 1A, Finalist, Girls
Perry Hall, 1993, 4A, Champion, Girls
Dulaney, 1993, 4A, Finalist, Girls
Linganore, 1993, 3A, Champion, Girls
Walter Johnson, 1993, 3A, Finalist, Girls
Catonsville, 1993, 2A, Champion, Girls
Fallston, 1993, 2A, Finalist, Girls
Brunswick, 1993, 1A, Champion, Girls
Boonsboro, 1993, 1A, Finalist, Girls
Dulaney, 1994, 4A, Champion, Girls
Quince Orchard, 1994, 4A, Finalist, Girls
Linganore, 1994, 3A, Champion, Girls
C.M. Wright, 1994, 3A, Finalist, Girls
Damascus, 1994, 2A, Champion, Girls
Catonsville, 1994, 2A, Finalist, Girls
Boonsboro, 1994, 1A, Champion, Girls
Francis Scott Key, 1994, 1A, Finalist, Girls
